2025-03-14 17:30:22,705 - root - DEBUG - Starting run_tests.py script
2025-03-14 17:30:22,730 - root - DEBUG - Starting main with call flow: mib
2025-03-14 17:30:22,733 - root - INFO - DUT RAN 1 starting.
2025-03-14 17:30:22,735 - root - INFO - DUT RAN 2 starting.
2025-03-14 17:30:22,740 - root - INFO - UE 2 starting.
2025-03-14 17:30:22,741 - root - INFO - UE 1 starting.
2025-03-14 17:30:22,743 - root - INFO - UE 3 starting.
2025-03-14 17:30:22,744 - root - INFO - DUT RAN 1 connected by ('127.0.0.1', 55816)
2025-03-14 17:30:22,745 - root - INFO - DUT RAN 2 connected by ('127.0.0.1', 55817)
2025-03-14 17:30:22,746 - root - INFO - UE 4 starting.
2025-03-14 17:30:22,746 - root - INFO - UE 5 starting.
2025-03-14 17:30:22,787 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,170 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,211 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,211 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,211 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,211 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,252 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,252 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,253 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,253 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,293 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,293 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,294 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,294 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,334 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,334 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,335 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,335 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,375 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,375 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,376 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,377 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,416 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,417 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,417 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,418 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,458 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,458 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,459 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,459 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,500 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,500 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,500 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,500 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,541 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,542 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,542 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,542 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,584 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,584 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,584 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,585 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,625 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,626 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,626 - root - INFO - UE 2 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,626 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,668 - root - INFO - UE 1 received MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,668 - root - INFO - DUT RAN 2 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
2025-03-14 17:30:23,668 - root - INFO - DUT RAN 1 broadcasted MIB: MIB(systemFrameNumber=000000, subCarrierSpacingCommon=scs15or60, ssb_SubcarrierOffset=0, dmrs_TypeA_Position=pos2, pdcch_ConfigSIB1=0, cellBarred=notBarred, intraFreqReselection=allowed, spare=0)
